Prado Enea 16-|2016|Rioja|Tempranillo|125€|Nariz: cassis maduro, tabaco, couro e especiarias. Boca: denso cremoso, taninos elegantes e polidos, final longo e complexo. Prado Enea top. Beba agora-2035+. Harmonização: carne vermelha grelhada ou queijo curado.|WA: 94 | JS: 95 | Peñín: 95
Arnaud Ente Volnay 1C Santenot Milieu 19-|2019|Borgoña|Pinot Noir|880€|Nariz: frutas vermelhas, ervas. Boca: cremoso taninos firmes. Volnay top. Beba agora-2035+. Harmonização: carne vermelha.|WA: 95 | JS: 94 | Peñín: N/A
Arnoux Lachaux Latricieres Chambertin 11-|2011|Borgoña|Pinot Noir|1300€|Nariz: cassis mineral. Boca: denso cremoso. Latricieres top. Beba agora.|WA: 96 | JS: 95 | Peñín: N/A
Ch. Briailles Corton-Bressandes G. Cru. 20-|2020|Borgoña|Pinot Noir|326€|Nariz: cassis, ervas. Boca: denso elegante. Corton top. Beba agora-2035+. Harmonização: carne vermelha.|WA: 94 | JS: 93 | Peñín: N/A
Chandon Briailles 1C Les Vergelesses 21-|2021|Borgoña|Pinot Noir|194€|Nariz: morango, mineral. Boca: fresco denso. Vergelesses top. Beba agora-2030+. Harmonização: peixe.|WA: 92 | JS: 91 | Peñín: N/A
Chandon Briailles 1C Vergelesses 22-|2022|Borgoña|Pinot Noir|194€|Nariz: frutas vermelhas, ervas. Boca: vibrante mineral. Vergelesses top. Beba agora-2030+. Harmonização: aves.|WA: 92 | JS: 91 | Peñín: N/A
Charlopin Chambertin 20-|2020|Borgoña|Pinot Noir|1088€|Nariz: cassis violetas. Boca: denso puro eterno. Chambertin top. Beba agora-2040+. Harmonização: luxo máximo.|WA: 96 | JS: 95 | Peñín: N/A
Cherisey Meurs Genelotte TO 21-|2021|Borgoña|Pinot Noir|320€|Nariz: morango, ervas. Boca: elegante taninos finos. Genelotte top. Beba agora-2030+. Harmonização: carnes leves.|WA: 93 | JS: 92 | Peñín: N/A
Cherisey Meursault 1C La Genelotte TO 19-|2019|Borgoña|Chardonnay|320€|Nariz: cítricos, mineral e ervas. Boca: cremoso equilibrado. Genelotte top. Beba agora-2030+. Harmonização: peixe ou frutos do mar.|WA: 94 | JS: 93 | Peñín: N/A
Clos de Tart Morey St Denis 2022-|2022|Borgoña|Pinot Noir|289€|Nariz: cassis, ervas. Boca: denso cremoso. Clos de Tart top. Beba agora-2040+. Harmonização: carne vermelha.|WA: 95 | JS: 94 | Peñín: N/A
Comte Vogue Bonnes Mares Gc 21-|2021|Borgoña|Pinot Noir|1813€|Nariz: cassis violetas mineral. Boca: denso eterno. Bonnes Mares ícone. Beba agora-2045+. Harmonização: luxo máximo.|WA: 97 | JS: 96 | Peñín: N/A
Comte Vogue Chambolle-Musigny 21-|2021|Borgoña|Pinot Noir|686€|Nariz: morango, ervas. Boca: fresco denso. Chambolle top. Beba agora-2035+. Harmonização: aves.|WA: 94 | JS: 93 | Peñín: N/A
D Arlot Cos De Forest 21-|2021|Borgoña|Pinot Noir|218€|Nariz: frutas vermelhas, mineral. Boca: elegante taninos finos. Cos De Forest top. Beba agora-2030+. Harmonização: peixe.|WA: 93 | JS: 92 | Peñín: N/A
D De Montille Volnay 1C Champans 14-|2014|Borgoña|Pinot Noir|222€|Nariz: cassis maduro. Boca: denso cremoso. Volnay top. Beba agora.|WA: 94 | JS: 93 | Peñín: N/A
D De Montille Volnay 1C Champans 15-|2015|Borgoña|Pinot Noir|240€|Nariz: frutas escuras, ervas. Boca: cremoso taninos firmes. Volnay top. Beba agora-2035+. Harmonização: carne vermelha.|WA: 95 | JS: 94 | Peñín: N/A
D des Perdrix NSG 1C Perdrix 23-|2023|Borgoña|Pinot Noir|242€|Nariz: morango, ervas. Boca: fresco denso. Perdrix top. Jovem top. Beba agora-2030+. Harmonização: carnes leves.|WA: N/A | JS: N/A | Peñín: N/A
D des Perdrix Vosne Romanee 23-|2023|Borgoña|Pinot Noir|188€|Nariz: cassis mineral. Boca: denso puro. Vosne top. Jovem top. Beba agora-2030+. Harmonização: aves.|WA: N/A | JS: N/A | Peñín: N/A
D Lambrays MSD Baulet 22-|2022|Borgoña (Côte de Nuits)|Pinot Noir|305€|Nariz: frutas vermelhas, ervas. Boca: cremoso equilibrado. Baulet top. Beba agora-2035+. Harmonização: carne vermelha.|WA: 93 | JS: 92 | Peñín: N/A
D Lambrays MSD Clos Sorbe 22-|2022|Borgoña (Côte de Nuits)|Pinot Noir|403€|Nariz: cassis, mineral. Boca: denso cremoso. Clos Sorbe top. Beba agora-2035+. Harmonização: queijos.|WA: 94 | JS: 93 | Peñín: N/A
D Ponsot Clos de la Roche VV 23-|2023|Borgoña|Pinot Noir|980€|Nariz: cassis violetas. Boca: denso puro eterno. Clos de la Roche top. Jovem top. Beba 2028-2045+. Harmonização: carne premium.|WA: N/A | JS: N/A | Peñín: N/A
D. Romanee Conti Grands Echezeaux 14-|2014|Borgoña|Pinot Noir|9350€|Nariz: cassis mineral maduro. Boca: denso eterno, taninos refinados. Grands Echezeaux ícone. Beba agora.|WA: 97 | JS: 96 | Peñín: N/A
D. Romanèe Saint Vivant G.Cru. 14-|2014|Borgoña|Pinot Noir|9800€|Nariz: cassis, ervas e mineral. Boca: cremoso eterno. RSV ícone. Beba agora.|WA: 98 | JS: 97 | Peñín: N/A
D´Eugenie Clos Vougeot 21-|2021|Borgoña|Pinot Noir|1014€|Nariz: cassis, ervas. Boca: denso cremoso. Clos Vougeot top. Beba agora-2040+. Harmonização: carne vermelha.|WA: 95 | JS: 94 | Peñín: N/A
Damoy Chambertin Clos de Beze 18-|2023|Borgoña|Pinot Noir|1559€|Nariz: cassis violetas mineral. Boca: denso eterno. Clos de Beze top. Beba agora-2045+. Harmonização: luxo máximo.|WA: N/A | JS: N/A | Peñín: N/A
David Duband Echezeaux 22-|2022|Borgoña|Pinot Noir|540€|Nariz: cassis, ervas. Boca: cremoso taninos firmes. Echezeaux top. Beba agora-2040+. Harmonização: carne vermelha.|WA: 95 | JS: 94 | Peñín: N/A
De Montille Bourgogne Pinot Noir 23-|2023|Borgoña|Pinot Noir|72€|Nariz: morango fresco. Boca: leve denso. Bourgogne top. Jovem top. Beba agora-2028+. Harmonização: aperitivo.|WA: N/A | JS: N/A | Peñín: N/A
De Montille Corton Clos du Roi 22-|2022|Borgoña|Pinot Noir|506€|Nariz: cassis mineral. Boca: denso elegante. Corton top. Beba agora-2040+. Harmonização: carne vermelha.|WA: 95 | JS: 94 | Peñín: N/A
De Montille Volnay 1C Champans 20-|2020|Borgoña|Pinot Noir|328€|Nariz: frutas vermelhas, ervas. Boca: cremoso taninos firmes. Volnay top. Beba agora-2035+. Harmonização: aves.|WA: 94 | JS: 93 | Peñín: N/A
De Montille Volnay Les Taillepieds 22-|2022|Borgoña|Pinot Noir|415€|Nariz: cassis, mineral. Boca: denso puro. Taillepieds top. Beba agora-2040+. Harmonização: carne vermelha.|WA: 96 | JS: 95 | Peñín: N/A
De Villaine Chalonnnais Fortune 22-|2022|Borgoña|Pinot Noir|82€|Nariz: morango, ervas. Boca: fresco equilibrado. Fortune top. Beba agora-2030+. Harmonização: carnes leves.|WA: 92 | JS: 91 | Peñín: N/A
Denis Mortet Clos De La Roche GC 19-|2019|Borgoña|Pinot Noir|1113€|Nariz: cassis violetas. Boca: denso cremoso eterno. Clos De La Roche top. Beba agora-2040+. Harmonização: luxo máximo.|WA: 97 | JS: 96 | Peñín: N/A
Dom des Perdrix Bourgogne TO 23-|2023|Borgoña|Pinot Noir|78€|Nariz: frutas vermelhas frescas. Boca: vibrante mineral. Bourgogne top. Jovem top. Beba agora-2028+. Harmonização: aperitivo.|WA: N/A | JS: N/A | Peñín: N/A
Dom L'Arlot NSG 1C Clos Arlot 23-|2023|Borgoña|Pinot Noir|250€|Nariz: cassis, ervas. Boca: denso puro. Clos Arlot top. Jovem top. Beba agora-2030+. Harmonização: carne vermelha.|WA: N/A | JS: N/A | Peñín: N/A
Dom L'Arlot Romanee S Vivant 23-|2023|Borgoña|Pinot Noir|1575€|Nariz: cassis violetas mineral. Boca: denso eterno. RSV top. Jovem top. Beba 2028-2045+. Harmonização: luxo máximo.|WA: N/A | JS: N/A | Peñín: N/A
Domaine de L´Arlot NSG Clos Forets 22-|2022|Borgoña|Pinot Noir|236€|Nariz: morango, mineral. Boca: fresco denso. Clos Forets top. Beba agora-2035+. Harmonização: aves.|WA: 93 | JS: 92 | Peñín: N/A
Domaine de L´Arlot Vosne 1C Suchots 22-|2022|Borgoña|Pinot Noir|436€|Nariz: cassis, ervas. Boca: cremoso taninos firmes. Suchots top. Beba agora-2040+. Harmonização: carne vermelha.|WA: 95 | JS: 94 | Peñín: N/A
Domaine de L´Arlot Vosne 1C Suchots 23-|2023|Borgoña|Pinot Noir|420€|Nariz: frutas vermelhas, mineral. Boca: vibrante denso. Suchots top. Jovem top. Beba agora-2030+. Harmonização: peixe.|WA: N/A | JS: N/A | Peñín: N/A
Domaine Perdrix Echezeaux 23-|2023|Borgoña|Pinot Noir|530€|Nariz: cassis violetas. Boca: denso puro eterno. Echezeaux top. Jovem top. Beba 2028-2045+. Harmonização: carne premium.|WA: N/A | JS: N/A | Peñín: N/A
Domaine Perdrix NSG 1C Aux Perdrix 22-|2022|Borgoña|Pinot Noir|188€|Nariz: morango, ervas. Boca: fresco mineral. Aux Perdrix top. Beba agora-2030+. Harmonização: carnes leves.|WA: 92 | JS: 91 | Peñín: N/A
DRC Echezeaux GC 14-|2014|Borgoña|Pinot Noir|9500€|Nariz: cassis mineral maduro. Boca: denso eterno. Echezeaux ícone. Beba agora.|WA: 97 | JS: 96 | Peñín: N/A
DRC Grands Echezeaux GC 19-|2019|Borgoña|Pinot Noir|12750€|Nariz: cassis violetas, ervas. Boca: cremoso eterno, taninos refinados. Grands Echezeaux ícone. Beba agora-2045+. Harmonização: luxo máximo.|WA: 98 | JS: 97 | Peñín: N/A
DRC La Tache 13-|2013|Borgoña|Pinot Noir|20000€|Nariz: cassis maduro, mineral. Boca: denso complexo eterno. La Tache ícone. Beba agora.|WA: 99 | JS: 98 | Peñín: N/A
DRC Romane St Vivant GC 19-|2019|Borgoña|Pinot Noir|9100€|Nariz: cassis, ervas e mineral. Boca: denso cremoso eterno. RSV ícone. Beba agora-2045+. Harmonização: carne premium.|WA: 98 | JS: 97 | Peñín: N/A
DRC Romanée-St-Vivant 09-|2009|Borgoña|Pinot Noir|10500€|Nariz: cassis mineral maduro. Boca: complexo eterno. RSV ícone. Beba agora.|WA: 99 | JS: 98 | Peñín: N/A
DRC Romanée-St-Vivant 11-|2011|Borgoña|Pinot Noir|8500€|Nariz: cassis, ervas. Boca: denso elegante. RSV ícone. Beba agora.|WA: 98 | JS: 97 | Peñín: N/A
DRC Romanée-St-Vivant 12-|2012|Borgoña|Pinot Noir|8100€|Nariz: cassis violetas. Boca: denso puro eterno. RSV ícone. Beba agora.|WA: 98 | JS: 97 | Peñín: N/A
Drouhin Beaune Clos de Mouches TO 22-|2022|Borgoña|Pinot Noir|307€|Nariz: morango, ervas. Boca: cremoso equilibrado. Clos de Mouches top. Beba agora-2035+. Harmonização: aves.|WA: 93 | JS: 92 | Peñín: N/A
Duband Charmes Chambertin 21-|2021|Borgoña|Pinot Noir|550€|Nariz: cassis, mineral. Boca: denso cremoso. Charmes top. Beba agora-2040+. Harmonização: carne vermelha.|WA: 95 | JS: 94 | Peñín: N/A
Dujac Charmes Chambertin 22-|2022|Borgoña|Pinot Noir|873€|Nariz: cassis violetas. Boca: denso eterno. Charmes top. Beba agora-2045+. Harmonização: luxo máximo.|WA: 96 | JS: 95 | Peñín: N/A
Dujac Charmes Chambertin 23-|2023|Borgoña|Pinot Noir|793€|Nariz: frutas vermelhas, ervas. Boca: vibrante denso. Jovem top. Beba 2028-2045+. Harmonização: carne vermelha.|WA: N/A | JS: N/A | Peñín: N/A
Dujac Gevrey 1C Cru Aux Combottes 22-|2022|Borgoña|Pinot Noir|610€|Nariz: cassis, ervas. Boca: cremoso taninos firmes. Aux Combottes top. Beba agora-2040+. Harmonização: queijos.|WA: 95 | JS: 94 | Peñín: N/A
Dujac Gevrey 1C Cru Aux Combottes 23-|2023|Borgoña|Pinot Noir|580€|Nariz: morango mineral. Boca: fresco puro. Aux Combottes top. Jovem top. Beba agora-2030+. Harmonização: aves.|WA: N/A | JS: N/A | Peñín: N/A
Duroche Clos De Vougeot 22-|2022|Borgoña|Pinot Noir|785€|Nariz: cassis mineral. Boca: denso cremoso. Clos De Vougeot top. Beba agora-2040+. Harmonização: carne vermelha.|WA: 95 | JS: 94 | Peñín: N/A
Emm Rouget VR Cros Parantoux 19-|2019|Borgoña|Pinot Noir|4500€|Nariz: cassis violetas. Boca: denso eterno. Cros Parantoux ícone. Beba agora-2045+. Harmonização: luxo máximo.|WA: 98 | JS: 97 | Peñín: N/A
Fleurot Larose Bourgogne TO 20-|2020|Borgoña|Pinot Noir|48€|Nariz: morango, ervas. Boca: fresco mineral. Bourgogne top. Beba agora-2030+. Harmonização: aperitivo.|WA: 91 | JS: 90 | Peñín: N/A
Fleurot Larose Santenay 1C Passe Temps 20-|2020|Borgoña|Pinot Noir|118€|Nariz: frutas vermelhas, mineral. Boca: cremoso equilibrado. Passe Temps top. Beba agora-2035+. Harmonização: carnes leves.|WA: 92 | JS: 91 | Peñín: N/A
Forge De Tart Morey S Denis 1C 21-|2021|Borgoña|Pinot Noir|594€|Nariz: cassis, ervas. Boca: denso cremoso. Forge De Tart top. Beba agora-2040+. Harmonização: carne vermelha.|WA: 95 | JS: 94 | Peñín: N/A
Fourrier Chambertin 22-|2022|Borgoña|Pinot Noir|2331€|Nariz: cassis violetas mineral. Boca: denso eterno. Chambertin ícone. Beba agora-2045+. Harmonização: luxo máximo.|WA: 97 | JS: 96 | Peñín: N/A
Fourrier Chambolle-Musigny 1C Les Amoureuses 22-|2022|Borgoña|Pinot Noir|1351€|Nariz: morango, ervas. Boca: elegante taninos finos. Amoureuses top. Beba agora-2040+. Harmonização: aves.|WA: 96 | JS: 95 | Peñín: N/A
Fourrier Gevrey 1C Combe Aux Moines 22-|2022|Borgoña|Pinot Noir|436€|Nariz: cassis, mineral. Boca: denso puro. Combe Aux Moines top. Beba agora-2035+. Harmonização: carne vermelha.|WA: 94 | JS: 93 | Peñín: N/A
Fourrier Gevrey 1C les Perrieres TO 22-|2022|Borgoña|Pinot Noir|410€|Nariz: frutas vermelhas, ervas. Boca: fresco denso. Perrieres top. Beba agora-2035+. Harmonização: queijos.|WA: 93 | JS: 92 | Peñín: N/A
Fourrier Latricieres Chambertin 22-|2022|Borgoña|Pinot Noir|1240€|Nariz: cassis violetas. Boca: denso cremoso eterno. Latricieres top. Beba agora-2045+. Harmonização: carne premium.|WA: 97 | JS: 96 | Peñín: N/A
Fourrier Vosne 1C Malconsorts 22-|2022|Borgoña|Pinot Noir|1239€|Nariz: cassis, ervas. Boca: cremoso taninos firmes. Malconsorts top. Beba agora-2040+. Harmonização: luxo máximo.|WA: 96 | JS: 95 | Peñín: N/A
Grivot Bourgogne TO 22-|2022|Borgoña|Pinot Noir|130€|Nariz: morango fresco. Boca: leve denso. Bourgogne top. Beba agora-2030+. Harmonização: aperitivo.|WA: 91 | JS: 90 | Peñín: N/A
Grivot Chambolle Comb Orveau 22--|2022|Borgoña|Pinot Noir|273€|Nariz: cassis, ervas. Boca: cremoso equilibrado. Comb Orveau top. Beba agora-2035+. Harmonização: aves.|WA: 93 | JS: 92 | Peñín: N/A
Grivot Clos de Vougeot 22-|2022|Borgoña|Pinot Noir|911€|Nariz: cassis mineral. Boca: denso cremoso. Clos de Vougeot top. Beba agora-2040+. Harmonização: carne vermelha.|WA: 95 | JS: 94 | Peñín: N/A
Grivot Echezeaux 22-|2022|Borgoña|Pinot Noir|1137€|Nariz: cassis violetas. Boca: denso eterno. Echezeaux top. Beba agora-2045+. Harmonização: luxo máximo.|WA: 96 | JS: 95 | Peñín: N/A
Grivot Richebourg 22-|2022|Borgoña|Pinot Noir|4185€|Nariz: cassis, ervas. Boca: cremoso taninos firmes. Richebourg ícone. Beba agora-2045+. Harmonização: carne premium.|WA: 97 | JS: 96 | Peñín: N/A
Grivot Vosne 1C Aux Brulees 22-|2022|Borgoña|Pinot Noir|648€|Nariz: cassis mineral. Boca: denso puro. Aux Brulees top. Beba agora-2040+. Harmonização: carne vermelha.|WA: 95 | JS: 94 | Peñín: N/A
Grivot Vosne Les Suchots 22-|2022|Borgoña|Pinot Noir|794€|Nariz: frutas vermelhas, ervas. Boca: cremoso elegante. Suchots top. Beba agora-2040+. Harmonização: aves.|WA: 95 | JS: 94 | Peñín: N/A
Henri Boillot Volnay Fremiets 20-|2020|Borgoña|Pinot Noir|151€|Nariz: morango, mineral. Boca: fresco denso. Fremiets top. Beba agora-2035+. Harmonização: carnes leves.|WA: 93 | JS: 92 | Peñín: N/A
Hubert Lignier Chambolle-Musigny 1C Les Baudes 19-|2019|Borgoña|Pinot Noir|512€|Nariz: cassis, ervas. Boca: cremoso taninos firmes. Les Baudes top. Beba agora-2035+. Harmonização: carne vermelha.|WA: 94 | JS: 93 | Peñín: N/A
Hubert Lignier Clos De La Roche GC 19-|2019|Borgoña|Pinot Noir|1113€|Nariz: cassis violetas. Boca: denso eterno. Clos De La Roche top. Beba agora-2040+. Harmonização: luxo máximo.|WA: 97 | JS: 96 | Peñín: N/A
Hudelot Noellat Bourgogne Rouge 22-|2022|Borgoña|Pinot Noir|104€|Nariz: morango, ervas. Boca: fresco mineral. Bourgogne top. Beba agora-2030+. Harmonização: aperitivo.|WA: 91 | JS: 90 | Peñín: N/A
Hudelot Noellat Chambolle-Musigny 22-|2022|Borgoña|Pinot Noir|242€|Nariz: frutas vermelhas, mineral. Boca: elegante denso. Chambolle top. Beba agora-2035+. Harmonização: aves.|WA: 93 | JS: 92 | Peñín: N/A
Jadot Bonnes Mares 22-|2022|Borgoña|Pinot Noir|1390€|Nariz: cassis violetas mineral. Boca: denso cremoso. Bonnes Mares top. Beba agora-2045+. Harmonização: carne premium.|WA: 96 | JS: 95 | Peñín: N/A
Jadot Chambertin Clos de Beze 22-|2022|Borgoña|Pinot Noir|1557€|Nariz: cassis, ervas. Boca: denso eterno. Clos de Beze top. Beba agora-2045+. Harmonização: luxo máximo.|WA: 97 | JS: 96 | Peñín: N/A
Jadot Clos Saint Denis 22-|2022|Borgoña|Pinot Noir|1028€|Nariz: cassis mineral. Boca: cremoso taninos firmes. Clos Saint Denis top. Beba agora-2040+. Harmonização: carne vermelha.|WA: 96 | JS: 95 | Peñín: N/A
Jadot Echezeaux 22-|2022|Borgoña|Pinot Noir|788€|Nariz: cassis violetas. Boca: denso puro. Echezeaux top. Beba agora-2040+. Harmonização: carne vermelha.|WA: 95 | JS: 94 | Peñín: N/A
Jadot Volnay 1C Clos de la Barre 21-|2021|Borgoña|Pinot Noir|173€|Nariz: morango, ervas. Boca: cremoso equilibrado. Clos de la Barre top. Beba agora-2035+. Harmonização: aves.|WA: 93 | JS: 92 | Peñín: N/A
Jadot Volnay 1C Clos de la Barre 22-|2022|Borgoña|Pinot Noir|158€|Nariz: frutas vermelhas, mineral. Boca: fresco denso. Clos de la Barre top. Beba agora-2035+. Harmonização: carnes leves.|WA: 93 | JS: 92 | Peñín: N/A
JJ Confuron Bour Jeunesse TO 23-|2023|Borgoña|Pinot Noir|66€|Nariz: morango fresco. Boca: leve vibrante. Jeunesse top. Jovem top. Beba agora-2028+. Harmonização: aperitivo.|WA: N/A | JS: N/A | Peñín: N/A
JJ Confuron Clos Vougeot 22-|2022|Borgoña|Pinot Noir|430€|Nariz: cassis, ervas. Boca: denso cremoso. Clos Vougeot top. Beba agora-2040+. Harmonização: carne vermelha.|WA: 94 | JS: 93 | Peñín: N/A
JJ Confuron Clos Vougeot 23-|2023|Borgoña|Pinot Noir|470€|Nariz: cassis mineral. Boca: denso puro. Clos Vougeot top. Jovem top. Beba agora-2030+. Harmonização: carne.|WA: N/A | JS: N/A | Peñín: N/A
JJ Confuron NSG Fleurieres 23-|2023|Borgoña|Pinot Noir|125€|Nariz: frutas vermelhas, ervas. Boca: fresco denso. Fleurieres top. Jovem top. Beba agora-2028+. Harmonização: aves.|WA: N/A | JS: N/A | Peñín: N/A
JJ Confuron Romanee St Vivant 23-|2023|Borgoña|Pinot Noir|1465€|Nariz: cassis violetas. Boca: denso eterno. RSV top. Jovem top. Beba 2028-2045+. Harmonização: luxo máximo.|WA: N/A | JS: N/A | Peñín: N/A
Lafarge Volnay Vend Select 22-|2022|Borgoña|Pinot Noir|163€|Nariz: morango, mineral. Boca: elegante taninos finos. Volnay top. Beba agora-2035+. Harmonização: carnes leves.|WA: 93 | JS: 92 | Peñín: N/A
Le Moine Bonnes Mares 22-|2022|Borgoña|Pinot Noir|1200€|Nariz: cassis violetas mineral. Boca: denso cremoso. Bonnes Mares top. Beba agora-2045+. Harmonização: carne premium.|WA: 96 | JS: 95 | Peñín: N/A
Le Moine Chambolle 1C Baudes 22-|2022|Borgoña|Pinot Noir|594€|Nariz: cassis, ervas. Boca: cremoso taninos firmes. Baudes top. Beba agora-2040+. Harmonização: aves.|WA: 95 | JS: 94 | Peñín: N/A
Le Moine Chambolle Hauts Doix 22-|2022|Borgoña|Pinot Noir|510€|Nariz: frutas vermelhas, mineral. Boca: denso puro. Hauts Doix top. Beba agora-2040+. Harmonização: carne vermelha.|WA: 95 | JS: 94 | Peñín: N/A
Le Moine Charmes Chambert GC 22-|2022|Borgoña|Pinot Noir|792€|Nariz: cassis violetas. Boca: denso eterno. Charmes top. Beba agora-2045+. Harmonização: luxo máximo.|WA: 96 | JS: 95 | Peñín: N/A
Le Moine Latricieres Chamber 22-|2022|Borgoña|Pinot Noir|792€|Nariz: cassis mineral. Boca: cremoso taninos firmes. Latricieres top. Beba agora-2045+. Harmonização: carne premium.|WA: 96 | JS: 95 | Peñín: N/A
Lepetit Pommard 23-|2023|Borgoña|Pinot Noir|168€|Nariz: morango, ervas. Boca: fresco denso. Pommard top. Jovem top. Beba agora-2028+. Harmonização: carnes grelhadas.|WA: N/A | JS: N/A | Peñín: N/A
Leroy Savigny Les Beaune 2018-|2018|Borgoña|Pinot Noir|1320€|Nariz: cassis maduro, ervas. Boca: denso cremoso. Leroy top. Beba agora-2035+. Harmonização: carne vermelha.|WA: 95 | JS: 94 | Peñín: N/A
Liger-Belair Richebourg 21-|2021|Borgoña|Pinot Noir|2205€|Nariz: cassis violetas. Boca: denso eterno. Richebourg ícone. Beba agora-2045+. Harmonização: luxo máximo.|WA: 97 | JS: 96 | Peñín: N/A
Lignier Charmes Chambertin 21-|2021|Borgoña|Pinot Noir|610€|Nariz: cassis, mineral. Boca: denso cremoso. Charmes top. Beba agora-2040+. Harmonização: carne vermelha.|WA: 95 | JS: 94 | Peñín: N/A
Lignier Clos Vougeot 21-|2021|Borgoña|Pinot Noir|630€|Nariz: cassis violetas. Boca: denso puro. Clos Vougeot top. Beba agora-2040+. Harmonização: carne premium.|WA: 95 | JS: 94 | Peñín: N/A
Lignier Gevrey Regnard 22 -|2022|Borgoña|Pinot Noir|159€|Nariz: morango, ervas. Boca: fresco mineral. Gevrey top. Beba agora-2035+. Harmonização: aves.|WA: 93 | JS: 92 | Peñín: N/A
M Haisma Bourgogne TO 23-|2023|Borgoña|Pinot Noir|74€|Nariz: frutas vermelhas frescas. Boca: vibrante leve. Bourgogne top. Jovem top. Beba agora-2028+. Harmonização: aperitivo.|WA: N/A | JS: N/A | Peñín: N/A
M Haisma Chambolle Musigny 23-|2023|Borgoña|Pinot Noir|216€|Nariz: cassis, ervas. Boca: denso puro. Chambolle top. Jovem top. Beba agora-2030+. Harmonização: carnes leves.|WA: N/A | JS: N/A | Peñín: N/A
M Haisma Pommard 1C Arvelets 23-|2023|Borgoña|Pinot Noir|185€|Nariz: morango mineral. Boca: fresco denso. Arvelets top. Jovem top. Beba agora-2028+. Harmonização: queijos.|WA: N/A | JS: N/A | Peñín: N/A
Magnien Corton Lolieres 22-|2022|Borgoña|Pinot Noir|220€|Nariz: cassis, ervas. Boca: cremoso taninos firmes. Corton top. Beba agora-2035+. Harmonização: carne vermelha.|WA: 94 | JS: 93 | Peñín: N/A
Magnien Cote de Nuits Thurot 22-|2022|Borgoña|Pinot Noir|85€|Nariz: frutas vermelhas, mineral. Boca: fresco equilibrado. Thurot top. Beba agora-2030+. Harmonização: aperitivo.|WA: 92 | JS: 91 | Peñín: N/A
Magnien Gevrey 1C Estournelles 20-|2020|Borgoña|Pinot Noir|220€|Nariz: cassis mineral. Boca: denso cremoso. Estournelles top. Beba agora-2035+. Harmonização: carne vermelha.|WA: 94 | JS: 93 | Peñín: N/A
Magnien Gevrey 1C Estournelles St Jacques 21-|2021|Borgoña|Pinot Noir|216€|Nariz: cassis, ervas. Boca: cremoso taninos firmes. Estournelles top. Beba agora-2035+. Harmonização: aves.|WA: 94 | JS: 93 | Peñín: N/A
Magnien Gevrey 1C Estournelles St Jacques 22-|2022|Borgoña|Pinot Noir|204€|Nariz: frutas vermelhas, mineral. Boca: fresco denso. Estournelles top. Beba agora-2035+. Harmonização: carnes leves.|WA: 94 | JS: 93 | Peñín: N/A
Magnien Gevrey 1C Lavaux St Jacques 22-|2022|Borgoña|Pinot Noir|220€|Nariz: cassis violetas. Boca: denso puro. Lavaux top. Beba agora-2035+. Harmonização: carne vermelha.|WA: 94 | JS: 93 | Peñín: N/A
Magnien Gevrey Chambertin 23-|2023|Borgoña|Pinot Noir|125€|Nariz: morango, ervas. Boca: vibrante mineral. Gevrey top. Jovem top. Beba agora-2028+. Harmonização: aperitivo.|WA: N/A | JS: N/A | Peñín: N/A
Magnien Ruchottes Chambertin 20-|2020|Borgoña|Pinot Noir|537€|Nariz: cassis mineral. Boca: denso cremoso eterno. Ruchottes top. Beba agora-2040+. Harmonização: luxo máximo.|WA: 96 | JS: 95 | Peñín: N/A
Magnien Ruchottes Chambertin 23-|2023|Borgoña|Pinot Noir|515€|Nariz: cassis violetas. Boca: denso puro. Ruchottes top. Jovem top. Beba 2028-2045+. Harmonização: carne premium.|WA: N/A | JS: N/A | Peñín: N/A
Maison Leroy Bourgogne Rouge 18-|2018|Borgoña|Pinot Noir|560€|Nariz: cassis maduro, ervas. Boca: denso cremoso. Leroy top. Beba agora-2035+. Harmonização: carne vermelha.|WA: 94 | JS: 93 | Peñín: N/A
Maison Leroy Chambolle-Musigny 17-|2017|Borgoña|Pinot Noir|5395€|Nariz: cassis, mineral. Boca: denso eterno. Chambolle ícone. Beba agora.|WA: 97 | JS: 96 | Peñín: N/A
Maison Leroy Meursault 1C Les Fremiers 17-|2017|Borgoña|Chardonnay|4000€|Nariz: cítricos maduros, mineral. Boca: cremoso eterno. Meursault ícone. Beba agora.|WA: 98 | JS: 97 | Peñín: N/A
Maison Leroy Nuits-Saint-Georges 17-|2017|Borgoña|Pinot Noir|4016€|Nariz: cassis, ervas. Boca: denso cremoso. NSG ícone. Beba agora.|WA: 97 | JS: 96 | Peñín: N/A
Meo Camuzet Bourgogne Hemisphere Sud 20-|2020|Borgoña|Pinot Noir|90€|Nariz: morango, ervas. Boca: fresco denso. Hemisphere Sud top. Beba agora-2030+. Harmonização: aperitivo.|WA: 91 | JS: 90 | Peñín: N/A
Meo Camuzet Chambolle 1C Feusselottes 21-|2021|Borgoña|Pinot Noir|315€|Nariz: cassis, mineral. Boca: cremoso taninos firmes. Feusselottes top. Beba agora-2035+. Harmonização: aves.|WA: 94 | JS: 93 | Peñín: N/A
Meo Camuzet Clos Vougeot 19-|2019|Borgoña|Pinot Noir|570€|Nariz: cassis violetas. Boca: denso eterno. Clos Vougeot top. Beba agora-2040+. Harmonização: carne vermelha.|WA: 95 | JS: 94 | Peñín: N/A
